,level,yearsofexperience,yearsatcompany,distance_NY,bonus,stockgrantvalue,distance_SF,distance_seattle
358,7.0,5.0,2.0,4733129.0,0.0,0.0,75992.0,1349713.0
359,5.0,5.0,3.0,4606061.0,0.0,70.0,1296231.0,798.0
360,63.0,6.0,1.0,4606061.0,50.0,45.0,1296231.0,798.0
361,2.0,1.0,1.0,340801.0,19.0,12.0,4977621.0,4897718.0
362,6.0,8.0,0.0,10007.0,40.0,75.0,4668727.0,4588148.0
363,5.0,4.0,1.0,4606061.0,100.0,50.0,1296231.0,798.0
364,64.0,4.0,19.0,4606061.0,21.0,24.0,1296231.0,798.0
365,3.0,0.0,0.0,4732087.0,23.0,20.0,63524.0,1348731.0
366,6.0,7.0,3.0,4732087.0,0.0,0.0,63524.0,1348731.0
367,63.0,8.0,4.0,4584771.0,19.0,13.0,1302957.0,16830.0
368,5.0,5.0,2.0,4719849.0,0.0,0.0,40662.0,1338770.0
369,3.0,3.0,2.0,4680488.0,0.0,0.0,110.0,1297072.0
370,4.0,4.0,2.0,10007.0,10.0,0.0,4668727.0,4588148.0
371,3.0,2.0,2.0,10007.0,20.0,100.0,4668727.0,4588148.0
372,4.0,4.0,4.0,4747337.0,20.0,80.0,68680.0,1366197.0
373,5.0,4.0,2.0,4493846.0,0.0,25.0,613268.0,1827242.0
374,4.0,0.0,0.0,4732087.0,22.0,30.0,63524.0,1348731.0
375,61.0,0.0,0.0,4584771.0,5.0,30.0,1302957.0,16830.0
376,2.0,1.0,0.5,4680488.0,0.0,0.0,110.0,1297072.0
377,4.0,6.0,6.0,2546600.0,2.0,0.0,2743515.0,3319342.0
378,4.0,0.0,0.25,4727625.0,15.0,37.0,48377.0,1346485.0
379,5.0,2.0,2.0,1825894.0,0.0,0.0,4617235.0,4972708.0
380,15.0,5.0,2.5,1033105.0,29.0,0.0,3797555.0,3801330.0
381,61.0,0.0,0.0,4584771.0,37.0,60.0,1302957.0,16830.0
382,64.0,8.0,7.0,4606061.0,45.0,60.0,1296231.0,798.0
383,62.0,0.0,0.0,4606061.0,30.0,61.0,1296231.0,798.0
384,5.0,15.0,3.0,4606061.0,10.0,0.0,1296231.0,798.0
385,63.0,3.0,3.0,4665078.0,27.0,95.0,21018.0,1283938.0
386,5.0,13.0,12.0,4733749.0,31.0,73.0,61440.0,1350659.0
387,64.0,15.0,7.0,4733129.0,31.0,24.0,75992.0,1349713.0
388,3.0,1.0,1.0,4727625.0,11.0,20.0,48377.0,1346485.0
389,5.0,3.0,0.0,4731642.0,20.0,30.0,52394.0,1350502.0
390,61.0,0.0,0.0,4732087.0,60.0,65.0,63524.0,1348731.0
391,63.0,8.0,4.0,4584771.0,22.0,30.0,1302957.0,16830.0
392,4.0,8.0,4.0,4747337.0,25.0,135.0,68680.0,1366197.0
393,2.0,6.0,2.0,4680488.0,28.0,50.0,110.0,1297072.0
394,62.0,10.0,7.0,4606061.0,14.0,14.0,1296231.0,798.0
395,1.0,2.0,0.0,10007.0,14.0,10.0,4668727.0,4588148.0
396,4.0,4.0,2.0,4747337.0,20.0,90.0,68680.0,1366197.0
397,4.0,5.0,3.0,4727625.0,16.0,80.0,48377.0,1346485.0
398,7.0,2.0,2.0,4733129.0,1.0,0.0,75992.0,1349713.0
399,2.0,2.0,2.0,587930.0,1.0,0.0,4773754.0,4752019.0
400,7.0,5.0,1.5,1971552.0,18.0,0.0,2938225.0,2989120.0
401,73.0,3.0,0.5,2085043.0,22.0,7.0,2977204.0,3297849.0
402,5.0,15.0,0.0,10007.0,12.0,50.0,4668727.0,4588148.0
403,3.0,2.0,1.0,4680488.0,7.0,30.0,110.0,1297072.0
404,6.0,4.0,2.0,4732087.0,15.0,50.0,63524.0,1348731.0
405,6.0,10.0,4.0,4731642.0,0.0,100.0,52394.0,1350502.0
406,61.0,2.0,0.0,4584771.0,38.0,50.0,1302957.0,16830.0
407,4.0,5.0,4.0,4747337.0,20.0,89.0,68680.0,1366197.0
408,3.0,6.0,3.0,3883807.0,9.0,0.0,1210522.0,2265820.0
409,64.0,14.0,8.0,4584771.0,30.0,50.0,1302957.0,16830.0
410,4.0,3.0,0.0,4732087.0,15.0,40.0,63524.0,1348731.0
411,8.0,3.0,3.0,991461.0,17.0,7.0,3783645.0,3718290.0
412,7.0,3.0,3.0,4733129.0,2.0,0.0,75992.0,1349713.0
413,60.0,0.0,0.0,4586918.0,20.0,33.0,1305104.0,15513.0
414,5.0,11.0,0.0,4606061.0,80.0,160.0,1296231.0,798.0
415,5.0,5.0,0.0,4727625.0,27.0,65.0,48377.0,1346485.0
416,4.0,8.0,1.0,4732087.0,40.0,60.0,63524.0,1348731.0
417,4.0,0.0,0.0,4732087.0,20.0,50.0,63524.0,1348731.0
418,5.0,2.0,0.0,4606061.0,55.0,47.0,1296231.0,798.0
419,5.0,6.0,4.0,4747337.0,30.0,288.0,68680.0,1366197.0
420,60.0,1.0,0.0,4586918.0,50.0,44.0,1305104.0,15513.0
421,1.0,19.0,13.0,75904.0,50.0,50.0,4653280.0,4574668.0
422,5.0,1.0,1.0,4606061.0,22.0,20.0,1296231.0,798.0
423,4.0,0.0,0.0,4680488.0,0.0,0.0,110.0,1297072.0
424,4.0,3.0,0.0,4680488.0,0.0,75.0,110.0,1297072.0
425,7.0,10.0,5.0,2085043.0,45.0,65.0,2977204.0,3297849.0
426,5.0,8.0,0.0,10007.0,26.0,55.0,4668727.0,4588148.0
427,5.0,8.0,0.0,10007.0,26.0,55.0,4668727.0,4588148.0
428,5.0,8.0,2.0,1544995.0,10.0,50.0,3147221.0,3057690.0
429,5.0,3.0,1.0,4606061.0,10.0,25.0,1296231.0,798.0
430,5.0,4.0,1.0,4680488.0,0.0,86.0,110.0,1297072.0
431,5.0,10.0,0.0,4523564.0,25.0,25.0,629415.0,1843388.0
432,3.0,3.0,0.0,4606061.0,35.0,31.0,1296231.0,798.0
433,4.0,0.0,0.0,4606061.0,35.0,4.0,1296231.0,798.0
434,3.0,2.0,0.0,4606061.0,20.0,29.0,1296231.0,798.0
435,3.0,2.0,2.0,3999966.0,5.0,0.0,3356018.0,3097834.0
436,4.0,3.0,1.0,1926081.0,0.0,0.0,2901081.0,2951976.0
437,60.0,0.0,0.0,4584771.0,100.0,44.0,1302957.0,16830.0
438,5.0,8.0,2.0,4680488.0,50.0,180.0,110.0,1297072.0
439,3.0,2.0,1.0,10007.0,0.0,20.0,4668727.0,4588148.0
440,5.0,6.0,3.0,4741100.0,0.0,0.0,81028.0,1359960.0
441,6.0,4.0,1.0,4732087.0,18.0,62.0,63524.0,1348731.0
442,60.0,0.0,0.0,4732087.0,50.0,44.0,63524.0,1348731.0
443,4.0,8.0,6.0,4732030.0,30.0,40.0,70973.0,1350890.0
444,7.0,1.0,1.0,789435.0,0.0,0.0,4532542.0,4591997.0
445,2.0,2.0,4.0,4689019.0,0.0,15.0,63260.0,1307880.0
446,5.0,8.0,1.0,4727625.0,25.0,50.0,48377.0,1346485.0
447,4.0,5.0,1.0,340801.0,5.0,0.0,4977621.0,4897718.0
448,6.0,6.0,4.0,4732087.0,0.0,122.0,63524.0,1348731.0
449,6.0,25.0,3.0,4606061.0,0.0,86.0,1296231.0,798.0
450,60.0,0.0,0.0,4586918.0,50.0,45.0,1305104.0,15513.0
451,30.0,3.0,1.0,10007.0,7.0,0.0,4668727.0,4588148.0
452,4.0,3.0,1.0,10007.0,5.0,0.0,4668727.0,4588148.0
453,4.0,8.0,0.0,375887.0,20.0,5.0,4523108.0,4443205.0
454,4.0,4.0,1.0,4523564.0,5.0,0.0,629415.0,1843388.0
455,2.0,3.0,1.0,4680488.0,16.0,73.0,110.0,1297072.0
456,5.0,4.0,0.0,4674587.0,12.0,0.0,56799.0,1293447.0
457,4.0,8.0,1.0,10007.0,25.0,0.0,4668727.0,4588148.0
458,3.0,0.0,0.0,4727625.0,32.0,25.0,48377.0,1346485.0
459,18.0,7.0,6.0,4606061.0,24.0,0.0,1296231.0,798.0
460,4.0,2.0,0.0,4727625.0,15.0,41.0,48377.0,1346485.0
461,3.0,0.0,0.0,4493846.0,19.0,38.0,613268.0,1827242.0
462,4.0,0.0,0.0,4727625.0,15.0,38.0,48377.0,1346485.0
463,6.0,15.0,2.0,4727625.0,45.0,300.0,48377.0,1346485.0
464,2.0,4.0,1.5,4680488.0,15.0,77.0,110.0,1297072.0
465,61.0,1.0,1.0,4584771.0,13.0,7.0,1302957.0,16830.0
466,3.0,5.0,1.0,4586918.0,25.0,0.0,1305104.0,15513.0
467,4.0,6.0,1.0,4680488.0,13.0,40.0,110.0,1297072.0
468,4.0,6.0,2.0,4693331.0,15.0,15.0,14083.0,1309915.0
469,62.0,6.0,2.0,4606061.0,15.0,8.0,1296231.0,798.0
470,6.0,7.0,0.0,4733749.0,35.0,75.0,61440.0,1350659.0
471,5.0,16.0,0.0,4680488.0,30.0,135.0,110.0,1297072.0
472,4.0,1.0,0.0,4489857.0,0.0,5.0,685025.0,1896722.0
473,5.0,5.0,2.7,4606061.0,0.0,60.0,1296231.0,798.0
474,5.0,2.0,1.0,4493846.0,0.0,20.0,613268.0,1827242.0
475,3.0,6.0,0.0,1401271.0,30.0,0.0,3993295.0,4238922.0
476,5.0,9.0,3.0,4741100.0,0.0,0.0,81028.0,1359960.0
477,6.0,11.0,3.7,4680488.0,42.0,200.0,110.0,1297072.0
478,1.0,0.0,0.0,340801.0,10.0,0.0,4977621.0,4897718.0
479,4.0,10.0,0.0,4747337.0,20.0,40.0,68680.0,1366197.0
480,10.0,5.0,0.0,4680488.0,30.0,50.0,110.0,1297072.0
481,6.0,7.0,4.0,4493846.0,0.0,0.0,613268.0,1827242.0
482,7.0,3.0,3.0,340801.0,25.0,354.0,4977621.0,4897718.0
483,4.0,3.0,1.0,4680488.0,32.0,66.0,110.0,1297072.0
484,7.0,9.0,5.0,4606061.0,120.0,200.0,1296231.0,798.0
485,4.0,11.0,4.0,4747337.0,15.0,145.0,68680.0,1366197.0
486,6.0,12.0,0.0,4606061.0,70.0,110.0,1296231.0,798.0
487,5.0,4.0,0.0,4680488.0,18.0,72.0,110.0,1297072.0
488,5.0,10.0,2.5,4680488.0,20.0,150.0,110.0,1297072.0
489,3.0,5.0,5.0,2871490.0,0.0,43.0,1993967.0,2100165.0
490,5.0,9.0,2.0,4680488.0,38.0,318.0,110.0,1297072.0
491,5.0,10.0,1.0,4606061.0,25.0,40.0,1296231.0,798.0
492,5.0,4.0,0.0,4733749.0,25.0,37.0,61440.0,1350659.0
493,60.0,0.0,0.0,4586918.0,13.0,33.0,1305104.0,15513.0
494,9.0,0.0,0.0,1914459.0,4.0,0.0,3189425.0,2684013.0
495,3.0,1.0,1.0,4680488.0,0.0,45.0,110.0,1297072.0
496,3.0,0.0,0.0,4747337.0,23.0,35.0,68680.0,1366197.0
497,7.0,1.0,0.0,2809697.0,8.0,0.0,2829143.0,3429762.0
498,4.0,1.0,0.0,10007.0,24.0,0.0,4668727.0,4588148.0
499,62.0,3.0,2.0,4584771.0,15.0,45.0,1302957.0,16830.0
500,25.0,5.0,1.0,1276254.0,0.0,35.0,3422402.0,3321648.0
501,5.0,5.0,2.0,4733749.0,23.0,40.0,61440.0,1350659.0
502,3.0,1.0,0.0,4712832.0,12.0,7.0,33585.0,1329416.0
503,2.0,4.0,2.0,4680488.0,35.0,0.0,110.0,1297072.0
504,65.0,15.0,6.0,4584771.0,41.0,36.0,1302957.0,16830.0
505,5.0,1.0,1.0,4680488.0,0.0,45.0,110.0,1297072.0
506,6.0,4.0,4.0,4732087.0,55.0,90.0,63524.0,1348731.0
507,3.0,1.0,1.0,4680488.0,15.0,0.0,110.0,1297072.0
508,4.0,10.0,10.0,4747337.0,24.0,55.0,68680.0,1366197.0
509,4.0,6.0,0.5,4747337.0,18.0,32.0,68680.0,1366197.0
510,5.0,12.0,0.0,4606061.0,15.0,50.0,1296231.0,798.0
511,4.0,5.0,3.0,4680488.0,15.0,80.0,110.0,1297072.0
512,4.0,2.0,2.0,4606061.0,20.0,1.0,1296231.0,798.0
513,8.0,3.0,3.0,1401271.0,3.0,0.0,3993295.0,4238922.0
514,62.0,2.0,0.0,4606061.0,51.0,19.0,1296231.0,798.0
515,5.0,4.0,0.0,10007.0,0.0,95.0,4668727.0,4588148.0
516,3.0,2.0,2.0,4680488.0,10.0,29.0,110.0,1297072.0
517,2.0,2.0,1.0,4680488.0,13.0,15.0,110.0,1297072.0
518,2.0,4.0,1.0,340801.0,13.0,13.0,4977621.0,4897718.0
519,5.0,10.0,1.0,10007.0,40.0,140.0,4668727.0,4588148.0
520,6.0,7.0,7.0,4606061.0,10.0,74.0,1296231.0,798.0
521,4.0,5.0,2.0,4680488.0,50.0,68.0,110.0,1297072.0
522,7.0,0.0,0.0,2780473.0,10.0,0.0,2828860.0,3412257.0
523,62.0,2.0,2.0,4606061.0,14.0,30.0,1296231.0,798.0
524,5.0,20.0,1.0,4731642.0,30.0,220.0,52394.0,1350502.0
525,5.0,8.0,2.0,4680488.0,0.0,160.0,110.0,1297072.0
526,62.0,2.0,0.0,4584771.0,26.0,23.0,1302957.0,16830.0
527,4.0,7.0,2.0,4606061.0,23.0,59.0,1296231.0,798.0
528,4.0,5.0,0.0,4680488.0,16.0,50.0,110.0,1297072.0
529,7.0,10.0,3.0,4606061.0,0.0,380.0,1296231.0,798.0
530,64.0,10.0,1.0,340801.0,30.0,58.0,4977621.0,4897718.0
531,5.0,3.0,1.0,10007.0,30.0,40.0,4668727.0,4588148.0
532,5.0,5.0,1.5,4732087.0,18.0,62.0,63524.0,1348731.0
533,5.0,2.0,2.0,4680488.0,22.0,25.0,110.0,1297072.0
534,5.0,5.0,3.0,375887.0,17.0,17.0,4523108.0,4443205.0
535,5.0,13.0,1.0,4733129.0,27.0,110.0,75992.0,1349713.0
536,4.0,2.0,1.0,10007.0,15.0,40.0,4668727.0,4588148.0
537,27.0,15.0,6.0,4733129.0,55.0,160.0,75992.0,1349713.0
538,25.0,4.0,2.0,4733129.0,10.0,20.0,75992.0,1349713.0
539,3.0,3.0,1.0,4606061.0,5.0,40.0,1296231.0,798.0
540,5.0,3.0,0.5,340801.0,0.0,60.0,4977621.0,4897718.0
541,7.0,10.0,1.0,4523564.0,0.0,35.0,629415.0,1843388.0
542,5.0,12.0,0.0,4606061.0,26.0,150.0,1296231.0,798.0
543,6.0,13.0,0.0,4680488.0,0.0,212.0,110.0,1297072.0
544,5.0,2.0,1.0,10007.0,50.0,6.0,4668727.0,4588148.0
545,2.0,0.0,0.0,4680488.0,20.0,50.0,110.0,1297072.0
546,3.0,3.0,1.0,3883807.0,15.0,0.0,1210522.0,2265820.0
547,5.0,6.0,0.0,4680488.0,29.0,100.0,110.0,1297072.0
548,4.0,1.0,0.0,10007.0,15.0,0.0,4668727.0,4588148.0
549,5.0,0.0,0.0,162438.0,10.0,0.0,4602482.0,4523870.0
550,4.0,10.0,3.0,4747337.0,18.0,90.0,68680.0,1366197.0
551,4.0,4.0,2.0,1401271.0,20.0,10.0,3993295.0,4238922.0
552,4.0,5.0,1.0,10007.0,0.0,28.0,4668727.0,4588148.0
553,60.0,2.0,2.0,665996.0,14.0,6.0,4139678.0,4075614.0
554,3.0,0.0,0.0,4732087.0,20.0,40.0,63524.0,1348731.0
555,4.0,4.0,1.0,10007.0,50.0,0.0,4668727.0,4588148.0
556,5.0,2.0,1.0,10007.0,0.0,50.0,4668727.0,4588148.0
557,7.0,5.0,4.0,10007.0,55.0,0.0,4668727.0,4588148.0
558,4.0,5.0,1.0,4680488.0,30.0,60.0,110.0,1297072.0
559,4.0,8.0,1.0,4693331.0,0.0,0.0,14083.0,1309915.0
560,62.0,0.0,0.0,4732087.0,12.0,45.0,63524.0,1348731.0
561,5.0,5.0,2.0,4727625.0,20.0,50.0,48377.0,1346485.0
562,6.0,18.0,4.0,2496062.0,42.0,100.0,2786113.0,3363231.0
563,5.0,11.0,6.0,4732087.0,21.0,28.0,63524.0,1348731.0
564,4.0,4.0,2.0,4680488.0,0.0,100.0,110.0,1297072.0
565,4.0,0.0,0.0,4606061.0,40.0,17.0,1296231.0,798.0
566,5.0,6.0,1.0,4680488.0,35.0,170.0,110.0,1297072.0
567,4.0,7.0,2.0,4693331.0,25.0,20.0,14083.0,1309915.0
568,61.0,2.0,0.0,4606061.0,15.0,12.0,1296231.0,798.0
569,8.0,12.0,0.0,4733129.0,15.0,0.0,75992.0,1349713.0
570,4.0,1.0,1.0,4680488.0,13.0,25.0,110.0,1297072.0
571,64.0,8.0,4.0,4606061.0,20.0,30.0,1296231.0,798.0
572,4.0,2.0,0.0,10007.0,5.0,0.0,4668727.0,4588148.0
573,5.0,3.0,1.0,4606061.0,12.0,35.0,1296231.0,798.0
574,3.0,7.0,3.0,2871490.0,0.0,21.0,1993967.0,2100165.0
575,7.0,10.0,7.0,4523564.0,40.0,40.0,629415.0,1843388.0
576,3.0,1.0,0.0,4680488.0,20.0,40.0,110.0,1297072.0
577,62.0,0.0,0.0,4584771.0,14.0,50.0,1302957.0,16830.0
578,4.0,3.0,1.0,4680488.0,0.0,152.0,110.0,1297072.0
579,6.0,8.0,4.0,4733749.0,20.0,5.0,61440.0,1350659.0
580,5.0,5.0,2.0,4663595.0,22.0,8.0,1020080.0,280142.0
581,7.0,10.0,4.0,4733749.0,60.0,165.0,61440.0,1350659.0
582,4.0,9.0,1.0,4680488.0,25.0,112.0,110.0,1297072.0
583,61.0,2.0,2.0,10007.0,20.0,60.0,4668727.0,4588148.0
584,5.0,9.0,5.0,4712832.0,8.0,18.0,33585.0,1329416.0
585,61.0,0.0,0.0,4584771.0,25.0,35.0,1302957.0,16830.0
586,4.0,1.0,0.0,4489857.0,0.0,0.0,685025.0,1896722.0
587,1.0,5.0,1.0,4680488.0,0.0,60.0,110.0,1297072.0
588,6.0,17.0,2.0,4680488.0,115.0,90.0,110.0,1297072.0
589,5.0,8.0,3.0,10007.0,10.0,90.0,4668727.0,4588148.0
590,5.0,8.0,1.0,4606061.0,3.0,65.0,1296231.0,798.0
591,6.0,11.0,4.0,4727625.0,44.0,50.0,48377.0,1346485.0
592,5.0,3.0,5.0,2626661.0,0.0,0.0,3099810.0,3740217.0
593,2.0,5.0,2.5,4680488.0,20.0,35.0,110.0,1297072.0
594,4.0,6.0,0.0,4747337.0,27.0,45.0,68680.0,1366197.0
595,6.0,6.0,3.0,4606061.0,10.0,90.0,1296231.0,798.0
596,8.0,3.0,3.0,10007.0,110.0,10.0,4668727.0,4588148.0
597,5.0,4.0,2.0,4680488.0,25.0,90.0,110.0,1297072.0
598,3.0,0.0,0.0,4727625.0,12.0,25.0,48377.0,1346485.0
599,61.0,2.0,2.0,4584771.0,12.0,6.0,1302957.0,16830.0
600,61.0,3.0,3.0,4584771.0,12.0,27.0,1302957.0,16830.0
601,4.0,1.0,0.0,4606061.0,16.0,24.0,1296231.0,798.0
602,5.0,2.0,1.0,4741100.0,0.0,22.0,81028.0,1359960.0
603,60.0,15.0,1.0,665996.0,10.0,3.0,4139678.0,4075614.0
604,6.0,0.0,0.0,57517.0,0.0,0.0,4719682.0,4641070.0
605,5.0,5.0,2.0,4680488.0,28.0,80.0,110.0,1297072.0
606,7.0,4.0,3.0,3881496.0,14.0,11.0,1249257.0,2303483.0
607,4.0,10.0,2.0,4727625.0,16.0,45.0,48377.0,1346485.0
608,5.0,10.0,5.0,4680488.0,10.0,80.0,110.0,1297072.0
609,5.0,2.0,2.0,4680488.0,40.0,120.0,110.0,1297072.0
610,5.0,5.0,3.0,4732087.0,60.0,60.0,63524.0,1348731.0
611,60.0,2.0,1.0,4584771.0,15.0,45.0,1302957.0,16830.0
612,1.0,0.0,0.0,10007.0,165.0,0.0,4668727.0,4588148.0
613,5.0,6.0,3.0,4680488.0,43.0,15.0,110.0,1297072.0
614,4.0,2.0,0.0,4680488.0,0.0,100.0,110.0,1297072.0
615,5.0,5.0,3.0,4680488.0,20.0,80.0,110.0,1297072.0
616,4.0,5.0,2.0,4680488.0,20.0,100.0,110.0,1297072.0
617,15.0,5.0,2.5,340801.0,5.0,0.0,4977621.0,4897718.0
618,4.0,6.0,3.0,1401271.0,20.0,0.0,3993295.0,4238922.0
619,8.0,3.0,3.0,4733129.0,1.0,0.0,75992.0,1349713.0
620,64.0,10.0,7.0,4584771.0,20.0,20.0,1302957.0,16830.0
621,4.0,8.0,2.0,4680488.0,50.0,50.0,110.0,1297072.0
622,3.0,3.0,1.0,10007.0,35.0,25.0,4668727.0,4588148.0
623,5.0,6.0,2.0,4741100.0,0.0,20.0,81028.0,1359960.0
624,2.0,2.0,2.0,4732030.0,0.0,10.0,70973.0,1350890.0
625,3.0,9.0,0.0,4606061.0,0.0,30.0,1296231.0,798.0
626,6.0,4.0,3.0,2889247.0,30.0,85.0,2010343.0,2115866.0
627,4.0,5.0,0.0,4747337.0,27.0,45.0,68680.0,1366197.0
628,65.0,11.0,2.0,4606061.0,30.0,25.0,1296231.0,798.0
629,4.0,0.0,0.0,4606061.0,30.0,4.0,1296231.0,798.0
630,6.0,8.0,3.0,4606061.0,0.0,160.0,1296231.0,798.0
631,3.0,4.0,1.0,340801.0,14.0,48.0,4977621.0,4897718.0
632,5.0,26.0,1.0,4523564.0,24.0,0.0,629415.0,1843388.0
633,4.0,3.0,2.0,4696866.0,25.0,20.0,17618.0,1313450.0
634,4.0,3.0,0.0,4727625.0,10.0,37.0,48377.0,1346485.0
635,5.0,4.0,4.0,4680488.0,0.0,260.0,110.0,1297072.0
636,5.0,10.0,3.0,10007.0,14.0,10.0,4668727.0,4588148.0
637,5.0,5.0,0.0,4680488.0,0.0,200.0,110.0,1297072.0
638,5.0,4.0,3.0,4731642.0,0.0,47.0,52394.0,1350502.0
639,4.0,4.0,2.0,4680488.0,0.0,120.0,110.0,1297072.0
640,5.0,0.0,0.0,340801.0,10.0,0.0,4977621.0,4897718.0
641,5.0,3.0,1.0,4606061.0,70.0,75.0,1296231.0,798.0
642,5.0,12.0,5.0,4731642.0,32.0,207.0,52394.0,1350502.0
643,6.0,5.0,0.0,4719849.0,76.0,0.0,40662.0,1338770.0
644,5.0,7.0,1.0,4680488.0,25.0,0.0,110.0,1297072.0
645,5.0,7.0,4.0,4680488.0,34.0,123.0,110.0,1297072.0
646,24.0,2.0,1.0,4733129.0,16.0,30.0,75992.0,1349713.0
647,4.0,4.0,1.0,10007.0,17.0,0.0,4668727.0,4588148.0
648,5.0,7.0,0.0,4680488.0,30.0,100.0,110.0,1297072.0
649,6.0,15.0,0.0,4606061.0,10.0,30.0,1296231.0,798.0
650,61.0,0.0,0.0,4732087.0,15.0,45.0,63524.0,1348731.0
651,4.0,2.0,0.0,10007.0,8.0,0.0,4668727.0,4588148.0
652,6.0,1.0,1.0,1929914.0,13.0,5.0,3174687.0,2666194.0
653,5.0,4.0,1.0,4493846.0,0.0,0.0,613268.0,1827242.0
654,5.0,2.0,1.0,10007.0,0.0,55.0,4668727.0,4588148.0
655,5.0,3.0,2.0,4523564.0,5.0,0.0,629415.0,1843388.0
656,4.0,6.0,0.0,4606061.0,30.0,5.0,1296231.0,798.0
657,7.0,12.0,2.0,4680488.0,0.0,470.0,110.0,1297072.0
658,4.0,5.0,2.0,4523564.0,0.0,0.0,629415.0,1843388.0
659,4.0,2.0,0.0,4606061.0,7.0,12.0,1296231.0,798.0
660,4.0,0.0,0.0,10007.0,0.0,134.0,4668727.0,4588148.0
661,1.0,6.0,6.0,4586918.0,17.0,45.0,1305104.0,15513.0
662,5.0,5.0,2.0,10007.0,0.0,185.0,4668727.0,4588148.0
663,3.0,1.0,1.0,396380.0,0.0,0.0,4525408.0,4444830.0
664,5.0,2.0,1.0,4680488.0,0.0,100.0,110.0,1297072.0
665,62.0,2.0,2.0,4584771.0,10.0,40.0,1302957.0,16830.0
666,5.0,7.0,5.0,340801.0,10.0,0.0,4977621.0,4897718.0
667,9.0,4.0,0.0,1401271.0,15.0,0.0,3993295.0,4238922.0
668,6.0,7.0,2.0,4584771.0,90.0,180.0,1302957.0,16830.0
669,4.0,6.0,2.0,4606061.0,33.0,0.0,1296231.0,798.0
670,7.0,11.0,5.0,2085043.0,43.0,65.0,2977204.0,3297849.0
671,3.0,1.0,1.0,4680488.0,10.0,10.0,110.0,1297072.0
672,8.0,2.0,2.0,2809697.0,9.0,15.0,2829143.0,3429762.0
673,3.0,4.0,3.0,4666239.0,15.0,90.0,15846.0,1282823.0
674,5.0,5.0,5.0,4663595.0,50.0,50.0,1020080.0,280142.0
675,5.0,4.0,1.5,4606061.0,15.0,21.0,1296231.0,798.0
676,4.0,2.0,2.0,4680488.0,0.0,50.0,110.0,1297072.0
677,62.0,0.0,0.0,1401271.0,14.0,23.0,3993295.0,4238922.0
678,4.0,5.0,3.0,4663595.0,34.0,45.0,1020080.0,280142.0
679,63.0,16.0,6.0,4796489.0,20.0,21.0,145837.0,1415349.0
680,63.0,16.0,6.0,4796489.0,20.0,21.0,145837.0,1415349.0
681,4.0,4.0,4.0,10007.0,40.0,0.0,4668727.0,4588148.0
682,4.0,2.0,0.0,4680488.0,15.0,65.0,110.0,1297072.0
683,5.0,2.0,0.0,1015931.0,62.0,10.0,4361594.0,4496092.0
684,6.0,2.0,2.0,4680488.0,25.0,41.0,110.0,1297072.0
685,3.0,5.0,2.0,10007.0,10.0,0.0,4668727.0,4588148.0
686,3.0,3.0,1.0,4493846.0,12.0,30.0,613268.0,1827242.0
687,4.0,1.0,1.0,4523564.0,10.0,0.0,629415.0,1843388.0
688,24.0,3.0,0.0,4733129.0,10.0,16.0,75992.0,1349713.0
689,5.0,7.0,2.0,4719849.0,10.0,0.0,40662.0,1338770.0
690,4.0,2.0,2.0,4519772.0,0.0,220.0,613547.0,1827521.0
691,5.0,3.0,2.0,4712832.0,15.0,6.0,33585.0,1329416.0
692,2.0,7.0,3.0,4680488.0,0.0,70.0,110.0,1297072.0
693,63.0,5.0,1.0,4584771.0,15.0,20.0,1302957.0,16830.0
694,5.0,8.0,5.0,4680488.0,33.0,100.0,110.0,1297072.0
695,1.0,0.0,0.0,1317261.0,0.0,0.0,3381948.0,3321891.0
696,4.0,10.0,10.0,4732087.0,40.0,100.0,63524.0,1348731.0
697,3.0,6.0,1.0,2085043.0,25.0,6.0,2977204.0,3297849.0
698,5.0,3.0,1.0,10007.0,20.0,50.0,4668727.0,4588148.0
699,4.0,2.0,0.0,4606061.0,7.0,10.0,1296231.0,798.0
700,4.0,2.0,1.0,4727625.0,20.0,45.0,48377.0,1346485.0
701,5.0,6.0,3.0,665996.0,32.0,100.0,4139678.0,4075614.0
702,2.0,4.0,1.0,1276254.0,5.0,1.0,3422402.0,3321648.0
703,4.0,0.0,0.0,183239.0,8.0,0.0,4831813.0,4751235.0
704,5.0,4.0,1.0,4523564.0,0.0,0.0,629415.0,1843388.0
705,5.0,3.0,1.0,10007.0,20.0,30.0,4668727.0,4588148.0
706,3.0,1.0,1.0,4680488.0,7.0,28.0,110.0,1297072.0
707,5.0,0.0,0.0,4741100.0,100.0,20.0,81028.0,1359960.0
708,4.0,2.0,0.0,4489857.0,0.0,0.0,685025.0,1896722.0
709,5.0,2.0,0.0,10007.0,50.0,42.0,4668727.0,4588148.0
710,6.0,10.0,1.0,4680488.0,30.0,110.0,110.0,1297072.0
711,3.0,2.0,2.0,796298.0,10.0,0.0,4569580.0,4629035.0
712,3.0,3.0,2.0,4680488.0,10.0,30.0,110.0,1297072.0
713,7.0,7.0,7.0,4698504.0,25.0,21.0,1042472.0,309771.0
714,26.0,7.0,0.0,4733129.0,15.0,25.0,75992.0,1349713.0
715,1.0,5.0,4.0,1015931.0,40.0,3.0,4361594.0,4496092.0
716,4.0,3.0,3.0,4470171.0,32.0,20.0,795369.0,2007067.0
