,level,yearsofexperience,yearsatcompany,distance_NY,bonus,stockgrantvalue,distance_SF,distance_seattle
717,2.0,1.0,1.0,4732087.0,12.0,12.0,63524.0,1348731.0
718,2.0,0.0,0.0,4680488.0,15.0,0.0,110.0,1297072.0
719,4.0,6.0,0.0,4680488.0,20.0,75.0,110.0,1297072.0
720,4.0,4.0,0.0,4680488.0,21.0,60.0,110.0,1297072.0
721,3.0,2.0,2.0,4606061.0,0.0,40.0,1296231.0,798.0
722,1.0,0.0,0.0,1401271.0,10.0,20.0,3993295.0,4238922.0
723,5.0,3.0,3.0,4733749.0,30.0,70.0,61440.0,1350659.0
724,3.0,5.0,1.0,2889247.0,30.0,60.0,2010343.0,2115866.0
725,5.0,5.0,2.0,4680488.0,20.0,30.0,110.0,1297072.0
726,2.0,2.0,2.0,796298.0,9.0,0.0,4569580.0,4629035.0
727,3.0,2.0,2.0,4732030.0,0.0,25.0,70973.0,1350890.0
728,65.0,7.0,7.0,4732087.0,50.0,270.0,63524.0,1348731.0
729,5.0,4.0,1.0,4680488.0,25.0,47.0,110.0,1297072.0
730,4.0,4.0,4.0,4606061.0,6.0,0.0,1296231.0,798.0
731,4.0,1.0,1.0,10007.0,25.0,0.0,4668727.0,4588148.0
732,5.0,5.0,2.0,4733749.0,21.0,27.0,61440.0,1350659.0
733,6.0,10.0,0.0,4680488.0,43.0,72.0,110.0,1297072.0
734,6.0,7.0,3.0,4731642.0,0.0,139.0,52394.0,1350502.0
735,5.0,2.0,2.0,1621014.0,5.0,0.0,4416282.0,4770464.0
736,61.0,3.0,3.0,4584771.0,5.0,15.0,1302957.0,16830.0
737,2.0,4.0,2.0,378304.0,0.0,0.0,4530499.0,4451887.0
738,4.0,5.0,2.0,4747337.0,15.0,80.0,68680.0,1366197.0
739,1.0,1.0,1.0,10007.0,10.0,0.0,4668727.0,4588148.0
740,5.0,4.0,3.0,10007.0,12.0,0.0,4668727.0,4588148.0
741,4.0,3.0,1.0,10007.0,25.0,0.0,4668727.0,4588148.0
742,6.0,6.0,1.0,2076857.0,18.0,200.0,4951411.0,5305593.0
743,5.0,4.0,3.0,4731642.0,0.0,60.0,52394.0,1350502.0
744,62.0,5.0,1.0,4606061.0,14.0,12.0,1296231.0,798.0
745,3.0,3.0,3.0,4689019.0,0.0,57.0,63260.0,1307880.0
746,61.0,1.0,1.0,4584771.0,15.0,45.0,1302957.0,16830.0
747,3.0,4.0,1.0,4680488.0,17.0,15.0,110.0,1297072.0
748,4.0,4.0,2.0,4732087.0,30.0,80.0,63524.0,1348731.0
749,5.0,4.0,2.0,4519772.0,0.0,0.0,613547.0,1827521.0
750,5.0,3.0,3.0,10007.0,0.0,46.0,4668727.0,4588148.0
751,5.0,2.0,2.0,549822.0,8.0,3.0,4618252.0,4602683.0
752,4.0,2.0,0.0,4747337.0,0.0,0.0,68680.0,1366197.0
753,4.0,2.0,1.0,4606061.0,5.0,15.0,1296231.0,798.0
754,4.0,5.0,1.0,4606061.0,0.0,150.0,1296231.0,798.0
755,5.0,2.0,0.0,4606061.0,26.0,36.0,1296231.0,798.0
756,10.0,13.0,12.0,57517.0,0.0,0.0,4719682.0,4641070.0
757,2.0,2.0,0.0,1276254.0,12.0,0.0,3422402.0,3321648.0
758,4.0,2.0,1.0,375887.0,0.0,0.0,4523108.0,4443205.0
759,25.0,10.0,3.0,4733129.0,15.0,65.0,75992.0,1349713.0
760,5.0,16.0,3.0,4680488.0,40.0,220.0,110.0,1297072.0
761,5.0,3.0,3.0,4680488.0,0.0,0.0,110.0,1297072.0
762,5.0,4.0,4.0,4680488.0,33.0,125.0,110.0,1297072.0
763,23.0,1.0,1.0,4733129.0,25.0,10.0,75992.0,1349713.0
764,5.0,5.0,0.0,4606061.0,27.0,38.0,1296231.0,798.0
765,4.0,4.0,1.0,4680488.0,0.0,0.0,110.0,1297072.0
766,3.0,4.0,1.0,4680488.0,13.0,20.0,110.0,1297072.0
767,4.0,6.0,4.0,1401271.0,23.0,5.0,3993295.0,4238922.0
768,4.0,0.0,0.0,4732087.0,21.0,50.0,63524.0,1348731.0
769,3.0,1.0,1.0,4732087.0,15.0,20.0,63524.0,1348731.0
770,60.0,1.0,1.0,4584771.0,14.0,50.0,1302957.0,16830.0
771,5.0,23.0,14.0,991461.0,0.0,0.0,3783645.0,3718290.0
772,5.0,12.0,3.0,4606061.0,15.0,100.0,1296231.0,798.0
773,5.0,8.0,0.0,4606061.0,25.0,125.0,1296231.0,798.0
774,3.0,3.0,0.0,4732087.0,10.0,30.0,63524.0,1348731.0
775,4.0,4.0,1.0,4731642.0,30.0,30.0,52394.0,1350502.0
776,4.0,4.0,0.0,4606061.0,50.0,48.0,1296231.0,798.0
777,4.0,6.0,6.0,4747337.0,20.0,195.0,68680.0,1366197.0
778,4.0,7.0,1.0,4747337.0,40.0,125.0,68680.0,1366197.0
779,4.0,2.0,2.0,4680488.0,10.0,40.0,110.0,1297072.0
780,5.0,5.0,1.0,4606061.0,15.0,34.0,1296231.0,798.0
781,5.0,10.0,1.0,4606061.0,11.0,20.0,1296231.0,798.0
782,5.0,4.0,1.0,4680488.0,25.0,89.0,110.0,1297072.0
783,5.0,3.0,3.0,4732087.0,10.0,0.0,63524.0,1348731.0
784,5.0,7.0,1.0,4680488.0,80.0,20.0,110.0,1297072.0
785,4.0,4.0,0.0,10007.0,20.0,45.0,4668727.0,4588148.0
786,5.0,11.0,1.0,4733749.0,24.0,100.0,61440.0,1350659.0
787,4.0,5.0,3.0,4727625.0,25.0,60.0,48377.0,1346485.0
788,501.0,1.0,0.0,10007.0,15.0,0.0,4668727.0,4588148.0
789,64.0,7.0,4.0,4606061.0,33.0,29.0,1296231.0,798.0
790,5.0,5.0,2.0,4523564.0,0.0,0.0,629415.0,1843388.0
791,4.0,2.0,2.0,340801.0,10.0,0.0,4977621.0,4897718.0
792,5.0,11.0,2.0,4709830.0,30.0,80.0,59740.0,1328690.0
793,26.0,6.0,0.0,4733129.0,25.0,35.0,75992.0,1349713.0
794,5.0,5.0,0.0,4680488.0,16.0,86.0,110.0,1297072.0
795,4.0,5.0,3.0,10007.0,10.0,0.0,4668727.0,4588148.0
796,3.0,1.0,1.0,4747337.0,20.0,50.0,68680.0,1366197.0
797,2.0,2.0,2.0,4523564.0,3.0,0.0,629415.0,1843388.0
798,4.0,10.0,2.0,4732087.0,25.0,65.0,63524.0,1348731.0
799,5.0,3.0,3.0,10007.0,17.0,10.0,4668727.0,4588148.0
800,5.0,20.0,3.0,4733129.0,20.0,90.0,75992.0,1349713.0
801,24.0,1.0,1.0,2626661.0,0.0,0.0,3099810.0,3740217.0
802,6.0,10.0,3.0,4606061.0,0.0,80.0,1296231.0,798.0
803,3.0,4.0,0.0,4732087.0,10.0,30.0,63524.0,1348731.0
804,4.0,10.0,6.0,4606061.0,13.0,0.0,1296231.0,798.0
805,3.0,2.0,2.0,3953203.0,12.0,26.0,1303954.0,2359471.0
806,66.0,5.0,2.0,4665078.0,55.0,50.0,21018.0,1283938.0
807,5.0,4.0,1.0,4606061.0,20.0,53.0,1296231.0,798.0
808,6.0,4.0,2.0,4586918.0,13.0,7.0,1305104.0,15513.0
809,5.0,6.0,2.0,4733749.0,23.0,63.0,61440.0,1350659.0
810,3.0,20.0,4.0,4493846.0,0.0,0.0,613268.0,1827242.0
811,4.0,9.0,2.0,4680488.0,0.0,100.0,110.0,1297072.0
812,5.0,4.0,1.0,1929914.0,6.0,0.0,3174687.0,2666194.0
813,4.0,10.0,5.0,4733129.0,19.0,15.0,75992.0,1349713.0
814,2.0,0.0,0.0,1785882.0,15.0,0.0,4691061.0,5046533.0
815,61.0,5.0,3.0,4606061.0,12.0,6.0,1296231.0,798.0
816,5.0,5.0,1.0,4470171.0,70.0,30.0,795369.0,2007067.0
817,3.0,3.0,3.0,4680488.0,0.0,0.0,110.0,1297072.0
818,4.0,0.0,0.0,4727625.0,15.0,40.0,48377.0,1346485.0
819,62.0,4.0,2.0,4586918.0,10.0,60.0,1305104.0,15513.0
820,24.0,2.0,0.0,4733129.0,16.0,40.0,75992.0,1349713.0
821,6.0,10.0,3.0,4680488.0,0.0,23.0,110.0,1297072.0
822,5.0,25.0,0.0,665996.0,0.0,5.0,4139678.0,4075614.0
823,1.0,0.0,0.0,2496062.0,15.0,0.0,2786113.0,3363231.0
824,5.0,2.0,2.0,4606061.0,27.0,90.0,1296231.0,798.0
825,7.0,1.0,1.0,4698504.0,15.0,11.0,1042472.0,309771.0
826,4.0,1.0,1.0,4606061.0,14.0,3.0,1296231.0,798.0
827,3.0,2.0,0.0,4732087.0,15.0,38.0,63524.0,1348731.0
828,26.0,13.0,2.0,4733129.0,30.0,60.0,75992.0,1349713.0
829,4.0,3.0,1.0,4606061.0,5.0,10.0,1296231.0,798.0
830,5.0,5.0,1.0,4584771.0,12.0,25.0,1302957.0,16830.0
831,4.0,6.0,0.0,4747337.0,19.0,40.0,68680.0,1366197.0
832,5.0,8.0,1.0,4606061.0,25.0,35.0,1296231.0,798.0
833,3.0,0.0,0.0,10007.0,12.0,25.0,4668727.0,4588148.0
834,4.0,4.0,0.0,4732087.0,5.0,40.0,63524.0,1348731.0
835,6.0,12.0,7.0,4733749.0,50.0,219.0,61440.0,1350659.0
836,4.0,0.0,0.0,549822.0,10.0,0.0,4618252.0,4602683.0
837,5.0,17.0,7.0,4747337.0,20.0,160.0,68680.0,1366197.0
838,5.0,16.0,12.0,2925076.0,1.0,0.0,2785460.0,3461758.0
839,4.0,9.0,2.0,4733749.0,30.0,40.0,61440.0,1350659.0
840,3.0,4.0,2.0,4680488.0,20.0,25.0,110.0,1297072.0
841,4.0,4.0,1.0,10007.0,20.0,50.0,4668727.0,4588148.0
842,2.0,1.0,1.0,2865975.0,0.0,14.0,2009102.0,2115300.0
843,4.0,4.0,0.0,4680488.0,0.0,23.0,110.0,1297072.0
844,2.0,4.0,0.0,4733129.0,20.0,30.0,75992.0,1349713.0
845,4.0,0.0,0.0,4727625.0,25.0,35.0,48377.0,1346485.0
846,6.0,3.0,1.0,664942.0,0.0,0.0,4027169.0,3948557.0
847,602.0,5.0,4.0,10007.0,30.0,0.0,4668727.0,4588148.0
848,2.0,3.0,2.0,4680488.0,12.0,15.0,110.0,1297072.0
849,4.0,3.0,3.0,10007.0,6.0,0.0,4668727.0,4588148.0
850,7.0,3.0,1.0,10007.0,0.0,0.0,4668727.0,4588148.0
851,9.0,9.0,4.0,749359.0,20.0,0.0,3951262.0,3871359.0
852,6.0,15.0,3.0,2809697.0,40.0,80.0,2829143.0,3429762.0
853,2.0,1.0,1.0,340801.0,12.0,8.0,4977621.0,4897718.0
854,2.0,10.0,10.0,4680488.0,30.0,0.0,110.0,1297072.0
855,4.0,1.0,0.0,4606061.0,15.0,10.0,1296231.0,798.0
856,5.0,0.0,0.0,4493846.0,0.0,0.0,613268.0,1827242.0
857,6.0,15.0,5.0,4727625.0,40.0,80.0,48377.0,1346485.0
858,4.0,3.0,2.0,4727625.0,14.0,55.0,48377.0,1346485.0
859,4.0,7.0,1.0,4732087.0,15.0,60.0,63524.0,1348731.0
860,1.0,5.0,5.0,10007.0,12.0,13.0,4668727.0,4588148.0
861,3.0,4.0,1.0,4680488.0,0.0,0.0,110.0,1297072.0
862,2.0,1.0,1.0,4680488.0,0.0,60.0,110.0,1297072.0
863,3.0,0.0,0.0,4727625.0,32.0,25.0,48377.0,1346485.0
864,3.0,4.0,0.0,4680488.0,33.0,158.0,110.0,1297072.0
865,3.0,0.0,0.0,4732030.0,19.0,25.0,70973.0,1350890.0
866,2.0,2.0,2.0,4719849.0,0.0,1.0,40662.0,1338770.0
867,5.0,2.0,2.0,4680488.0,6.0,0.0,110.0,1297072.0
868,61.0,2.0,2.0,4732087.0,15.0,70.0,63524.0,1348731.0
869,4.0,2.0,2.0,10007.0,18.0,10.0,4668727.0,4588148.0
870,3.0,5.0,1.0,3953203.0,11.0,26.0,1303954.0,2359471.0
871,2.0,15.0,5.0,4735874.0,50.0,40.0,80759.0,1354795.0
872,2.0,4.0,3.0,4470171.0,80.0,30.0,795369.0,2007067.0
873,4.0,3.0,1.0,4727625.0,15.0,40.0,48377.0,1346485.0
874,5.0,1.0,1.0,4470171.0,15.0,25.0,795369.0,2007067.0
875,5.0,7.0,0.0,4680488.0,0.0,125.0,110.0,1297072.0
876,8.0,4.0,2.0,4606061.0,30.0,10.0,1296231.0,798.0
877,4.0,3.0,0.0,4693331.0,21.0,5.0,14083.0,1309915.0
878,4.0,4.0,2.0,4680488.0,0.0,100.0,110.0,1297072.0
879,5.0,5.0,0.0,4680488.0,37.0,42.0,110.0,1297072.0
880,3.0,0.0,0.0,4747337.0,35.0,35.0,68680.0,1366197.0
881,10.0,3.0,3.0,3883807.0,0.0,0.0,1210522.0,2265820.0
882,27.0,12.0,2.0,4733129.0,38.0,100.0,75992.0,1349713.0
883,3.0,2.0,1.0,4732087.0,9.0,0.0,63524.0,1348731.0
884,1.0,1.0,1.0,4606061.0,0.0,0.0,1296231.0,798.0
885,5.0,5.0,0.0,4680488.0,25.0,100.0,110.0,1297072.0
886,5.0,25.0,4.0,4676608.0,25.0,10.0,1015663.0,287814.0
887,5.0,8.0,3.0,4708972.0,50.0,0.0,29724.0,1327832.0
888,10.0,10.0,5.0,1015931.0,50.0,50.0,4361594.0,4496092.0
889,4.0,3.0,0.0,4727625.0,16.0,41.0,48377.0,1346485.0
890,6.0,10.0,4.0,4696866.0,40.0,80.0,17618.0,1313450.0
891,3.0,3.0,3.0,4689019.0,10.0,57.0,63260.0,1307880.0
892,4.0,4.0,3.0,4680488.0,16.0,0.0,110.0,1297072.0
893,3.0,2.0,1.0,4747337.0,17.0,27.0,68680.0,1366197.0
894,3.0,3.0,1.0,2085043.0,20.0,10.0,2977204.0,3297849.0
895,5.0,13.0,0.0,4731642.0,110.0,50.0,52394.0,1350502.0
896,5.0,15.0,2.0,4747337.0,30.0,67.0,68680.0,1366197.0
897,5.0,3.0,3.0,4741100.0,0.0,0.0,81028.0,1359960.0
898,60.0,3.0,0.0,4584771.0,20.0,25.0,1302957.0,16830.0
899,2.0,1.0,1.0,4733129.0,15.0,100.0,75992.0,1349713.0
900,59.0,1.0,1.0,4606061.0,10.0,30.0,1296231.0,798.0
901,2.0,4.0,1.0,4519772.0,0.0,0.0,613547.0,1827521.0
902,7.0,1.0,1.0,973753.0,10.0,0.0,3823344.0,3757989.0
903,5.0,3.0,1.0,2497842.0,15.0,0.0,2781310.0,3357137.0
904,4.0,4.0,4.0,4523564.0,9.0,0.0,629415.0,1843388.0
905,8.0,6.0,2.0,4732087.0,0.0,0.0,63524.0,1348731.0
906,4.0,9.0,2.0,4733749.0,30.0,75.0,61440.0,1350659.0
907,6.0,12.0,4.0,4470171.0,0.0,0.0,795369.0,2007067.0
908,2.0,1.0,1.0,1401271.0,10.0,0.0,3993295.0,4238922.0
909,24.0,3.0,1.0,4733129.0,20.0,22.0,75992.0,1349713.0
910,3.0,2.0,0.0,4680488.0,20.0,45.0,110.0,1297072.0
911,8.0,4.0,4.0,10007.0,150.0,0.0,4668727.0,4588148.0
912,26.0,5.0,3.0,4733129.0,20.0,75.0,75992.0,1349713.0
913,6.0,1.0,1.0,4680488.0,25.0,30.0,110.0,1297072.0
914,4.0,4.0,3.0,4747337.0,25.0,200.0,68680.0,1366197.0
915,4.0,3.0,2.0,3975893.0,0.0,0.0,1033656.0,815539.0
916,6.0,12.0,4.0,4606061.0,82.0,0.0,1296231.0,798.0
917,5.0,5.0,3.0,4680488.0,0.0,10.0,110.0,1297072.0
918,61.0,3.0,3.0,4584771.0,19.0,9.0,1302957.0,16830.0
919,4.0,8.0,0.0,4747337.0,50.0,100.0,68680.0,1366197.0
920,7.0,2.0,2.0,1727766.0,0.0,0.0,3101565.0,3151169.0
921,5.0,7.0,7.0,4606061.0,0.0,130.0,1296231.0,798.0
922,7.0,4.0,4.0,2865975.0,1.0,0.0,2009102.0,2115300.0
923,5.0,5.0,0.0,10007.0,10.0,60.0,4668727.0,4588148.0
924,4.0,3.0,3.0,4727625.0,16.0,56.0,48377.0,1346485.0
925,5.0,9.0,6.0,4680488.0,66.0,150.0,110.0,1297072.0
926,63.0,7.0,4.0,4606061.0,28.0,20.0,1296231.0,798.0
927,7.0,4.0,1.0,664942.0,0.0,3.0,4027169.0,3948557.0
928,3.0,1.0,1.0,4727625.0,20.0,30.0,48377.0,1346485.0
929,2.0,3.0,3.0,4732087.0,14.0,45.0,63524.0,1348731.0
930,14.0,15.0,2.0,63943.0,30.0,10.0,4729097.0,4650485.0
931,4.0,2.0,0.0,328199.0,10.0,40.0,4965018.0,4885115.0
932,3.0,3.0,0.0,4731642.0,15.0,50.0,52394.0,1350502.0
933,2.0,4.0,2.0,866643.0,0.0,0.0,3929905.0,3900360.0
934,5.0,2.0,2.0,4493846.0,0.0,60.0,613268.0,1827242.0
935,6.0,6.0,6.0,4606061.0,0.0,240.0,1296231.0,798.0
936,4.0,0.0,0.0,10007.0,10.0,0.0,4668727.0,4588148.0
937,21.0,5.0,1.0,4680488.0,30.0,0.0,110.0,1297072.0
938,4.0,8.0,3.0,4606061.0,20.0,20.0,1296231.0,798.0
939,5.0,8.0,1.0,10007.0,29.0,0.0,4668727.0,4588148.0
940,3.0,6.0,2.0,10007.0,0.0,10.0,4668727.0,4588148.0
941,4.0,2.0,0.0,3953203.0,0.0,0.0,1303954.0,2359471.0
942,5.0,9.0,2.0,2496062.0,15.0,0.0,2786113.0,3363231.0
943,4.0,7.0,0.0,4732030.0,15.0,90.0,70973.0,1350890.0
944,5.0,5.0,0.0,4606061.0,14.0,24.0,1296231.0,798.0
945,4.0,1.0,1.0,4680488.0,22.0,30.0,110.0,1297072.0
946,64.0,15.0,9.0,4606061.0,37.0,33.0,1296231.0,798.0
947,64.0,10.0,4.0,4606061.0,100.0,25.0,1296231.0,798.0
948,3.0,0.0,0.0,4680488.0,0.0,65.0,110.0,1297072.0
949,63.0,11.0,11.0,4584771.0,27.0,20.0,1302957.0,16830.0
950,4.0,7.0,5.0,4732087.0,21.0,50.0,63524.0,1348731.0
951,4.0,5.0,2.0,4733129.0,3.0,0.0,75992.0,1349713.0
952,4.0,5.0,1.0,4727625.0,15.0,55.0,48377.0,1346485.0
953,3.0,0.0,0.0,4680488.0,0.0,48.0,110.0,1297072.0
954,63.0,10.0,3.0,4584771.0,26.0,20.0,1302957.0,16830.0
955,5.0,2.0,2.0,4719849.0,15.0,5.0,40662.0,1338770.0
956,5.0,12.0,1.0,4523564.0,15.0,0.0,629415.0,1843388.0
957,4.0,10.0,2.0,4606061.0,50.0,0.0,1296231.0,798.0
958,2.0,4.0,1.0,1401271.0,10.0,10.0,3993295.0,4238922.0
959,4.0,4.0,1.0,4680488.0,18.0,18.0,110.0,1297072.0
960,1.0,1.0,1.0,1432926.0,10.0,16.0,3720364.0,3855959.0
961,5.0,6.0,2.0,4606061.0,27.0,100.0,1296231.0,798.0
962,63.0,10.0,3.0,4584771.0,24.0,25.0,1302957.0,16830.0
963,10.0,15.0,2.0,4680488.0,0.0,0.0,110.0,1297072.0
964,5.0,8.0,2.0,4680488.0,0.0,100.0,110.0,1297072.0
965,5.0,5.0,0.0,4606061.0,38.0,70.0,1296231.0,798.0
966,5.0,6.0,2.0,4680488.0,30.0,80.0,110.0,1297072.0
967,12.0,15.0,1.0,4680488.0,50.0,80.0,110.0,1297072.0
968,5.0,3.0,3.0,4680488.0,10.0,40.0,110.0,1297072.0
969,62.0,2.0,2.0,4584771.0,13.0,44.0,1302957.0,16830.0
970,62.0,5.0,5.0,4584771.0,14.0,39.0,1302957.0,16830.0
971,5.0,4.0,2.0,4606061.0,0.0,200.0,1296231.0,798.0
972,4.0,2.0,2.0,749359.0,15.0,0.0,3951262.0,3871359.0
973,64.0,15.0,5.0,4584771.0,35.0,34.0,1302957.0,16830.0
974,6.0,8.0,3.0,4680488.0,20.0,75.0,110.0,1297072.0
975,5.0,5.0,5.0,4680488.0,0.0,25.0,110.0,1297072.0
976,5.0,10.0,3.0,4741100.0,0.0,0.0,81028.0,1359960.0
977,3.0,7.0,4.0,4663595.0,15.0,0.0,1020080.0,280142.0
978,7.0,3.0,3.0,4733129.0,0.0,0.0,75992.0,1349713.0
979,5.0,7.0,7.0,4606061.0,0.0,156.0,1296231.0,798.0
980,5.0,6.0,2.0,4680488.0,0.0,138.0,110.0,1297072.0
981,4.0,5.0,0.0,4606061.0,48.0,6.0,1296231.0,798.0
982,64.0,8.0,5.0,4606061.0,30.0,29.0,1296231.0,798.0
983,61.0,0.0,0.0,4586918.0,27.0,38.0,1305104.0,15513.0
984,61.0,3.0,3.0,4586918.0,18.0,40.0,1305104.0,15513.0
985,4.0,4.0,2.0,340801.0,10.0,35.0,4977621.0,4897718.0
986,66.0,16.0,4.0,4584771.0,60.0,120.0,1302957.0,16830.0
987,5.0,23.0,13.0,1925966.0,10.0,75.0,2900335.0,2959113.0
988,4.0,2.0,1.0,4732087.0,20.0,130.0,63524.0,1348731.0
989,4.0,2.0,0.0,10007.0,0.0,50.0,4668727.0,4588148.0
990,4.0,7.0,3.0,4606061.0,0.0,90.0,1296231.0,798.0
991,4.0,5.0,3.0,4680488.0,0.0,75.0,110.0,1297072.0
992,2.0,8.0,3.0,4680488.0,10.0,30.0,110.0,1297072.0
993,1.0,3.0,3.0,1276254.0,0.0,0.0,3422402.0,3321648.0
994,7.0,15.0,10.0,10007.0,38.0,0.0,4668727.0,4588148.0
995,2.0,9.0,5.0,1015931.0,10.0,0.0,4361594.0,4496092.0
996,5.0,5.0,4.0,76782.0,10.0,0.0,4654097.0,4574194.0
997,4.0,1.0,0.0,4606061.0,16.0,50.0,1296231.0,798.0
998,7.0,5.0,0.0,57517.0,0.0,0.0,4719682.0,4641070.0
999,4.0,3.0,1.0,2809697.0,13.0,25.0,2829143.0,3429762.0
1000,3.0,6.0,1.0,4733129.0,0.0,0.0,75992.0,1349713.0
1001,1.0,0.0,0.0,191140.0,6.0,0.0,4591681.0,4513069.0
1002,2.0,4.0,4.0,2809697.0,17.0,0.0,2829143.0,3429762.0
1003,3.0,0.0,0.0,4732087.0,13.0,50.0,63524.0,1348731.0
1004,8.0,9.0,2.0,10007.0,25.0,0.0,4668727.0,4588148.0
1005,3.0,6.0,1.0,10007.0,0.0,38.0,4668727.0,4588148.0
1006,65.0,9.0,4.0,4584771.0,61.0,60.0,1302957.0,16830.0
1007,2.0,1.0,1.0,113590.0,5.0,0.0,4778946.0,4699043.0
1008,9.0,9.0,9.0,4698504.0,10.0,40.0,1042472.0,309771.0
1009,63.0,5.0,5.0,4586918.0,22.0,17.0,1305104.0,15513.0
1010,3.0,5.0,0.0,183239.0,8.0,0.0,4831813.0,4751235.0
1011,4.0,5.0,3.0,1276254.0,0.0,0.0,3422402.0,3321648.0
1012,61.0,3.0,0.0,4584771.0,54.0,35.0,1302957.0,16830.0
1013,62.0,5.0,5.0,4584771.0,14.0,11.0,1302957.0,16830.0
1014,61.0,0.0,0.0,4586918.0,39.0,50.0,1305104.0,15513.0
1015,6.0,8.0,4.0,4606061.0,0.0,105.0,1296231.0,798.0
1016,3.0,2.0,0.0,4586918.0,30.0,40.0,1305104.0,15513.0
1017,1.0,2.0,1.0,4733129.0,5.0,0.0,75992.0,1349713.0
1018,4.0,0.0,0.0,4606061.0,30.0,4.0,1296231.0,798.0
1019,4.0,5.0,0.0,4680488.0,16.0,60.0,110.0,1297072.0
1020,5.0,3.0,1.0,4493846.0,0.0,0.0,613268.0,1827242.0
1021,5.0,1.0,1.0,4680488.0,0.0,0.0,110.0,1297072.0
1022,3.0,4.0,4.0,4747337.0,20.0,75.0,68680.0,1366197.0
1023,6.0,22.0,2.0,4663595.0,50.0,20.0,1020080.0,280142.0
1024,4.0,5.0,1.0,10007.0,8.0,0.0,4668727.0,4588148.0
1025,2.0,2.0,1.0,312385.0,10.0,0.0,4949205.0,4869302.0
1026,4.0,1.0,1.0,4680488.0,20.0,50.0,110.0,1297072.0
1027,2.0,1.0,1.0,340801.0,12.0,13.0,4977621.0,4897718.0
1028,4.0,1.0,1.0,4606061.0,0.0,70.0,1296231.0,798.0
1029,3.0,5.0,1.0,4680488.0,17.0,30.0,110.0,1297072.0
1030,4.0,5.0,5.0,4606061.0,0.0,139.0,1296231.0,798.0
1031,5.0,2.0,2.0,1147317.0,5.0,0.0,3621762.0,3619546.0
1032,7.0,13.0,1.0,4606061.0,175.0,375.0,1296231.0,798.0
1033,2.0,3.0,3.0,4733129.0,0.0,0.0,75992.0,1349713.0
1034,2.0,5.0,3.0,182242.0,10.0,0.0,4595438.0,4516826.0
1035,5.0,5.0,2.0,4680488.0,0.0,258.0,110.0,1297072.0
1036,5.0,7.0,5.0,4606061.0,0.0,100.0,1296231.0,798.0
1037,3.0,6.0,2.0,4733749.0,18.0,30.0,61440.0,1350659.0
1038,3.0,2.0,2.0,4732030.0,0.0,52.0,70973.0,1350890.0
1039,5.0,2.0,0.0,340801.0,11.0,0.0,4977621.0,4897718.0
1040,6.0,4.0,2.0,4680488.0,35.0,120.0,110.0,1297072.0
1041,3.0,5.0,0.0,4727625.0,20.0,50.0,48377.0,1346485.0
1042,7.0,2.0,1.0,57517.0,3.0,2.0,4719682.0,4641070.0
1043,1.0,0.0,0.0,10007.0,0.0,0.0,4668727.0,4588148.0
1044,3.0,0.0,0.0,4680488.0,0.0,65.0,110.0,1297072.0
1045,5.0,3.0,2.0,4523564.0,5.0,0.0,629415.0,1843388.0
1046,4.0,1.0,1.0,10007.0,10.0,0.0,4668727.0,4588148.0
1047,5.0,3.0,3.0,396380.0,0.0,0.0,4525408.0,4444830.0
1048,2.0,1.0,1.0,4680488.0,14.0,10.0,110.0,1297072.0
1049,5.0,20.0,5.0,4489857.0,26.0,91.0,685025.0,1896722.0
1050,60.0,2.0,2.0,4606061.0,17.0,6.0,1296231.0,798.0
1051,5.0,8.0,1.0,4680488.0,0.0,200.0,110.0,1297072.0
1052,1.0,3.0,1.0,2935879.0,25.0,0.0,2790467.0,3467836.0
1053,4.0,3.0,0.0,4680488.0,0.0,56.0,110.0,1297072.0
1054,4.0,4.0,1.0,4727625.0,40.0,100.0,48377.0,1346485.0
1055,2.0,2.0,0.0,4727625.0,40.0,44.0,48377.0,1346485.0
1056,5.0,12.0,3.0,4747337.0,14.0,43.0,68680.0,1366197.0
1057,6.0,5.0,0.0,4680488.0,0.0,128.0,110.0,1297072.0
1058,1.0,6.0,6.0,4680488.0,0.0,0.0,110.0,1297072.0
1059,5.0,4.0,0.0,10007.0,25.0,42.0,4668727.0,4588148.0
1060,4.0,5.0,5.0,4733129.0,15.0,323.0,75992.0,1349713.0
1061,4.0,3.0,3.0,4747337.0,20.0,134.0,68680.0,1366197.0
1062,4.0,1.0,1.0,4606061.0,5.0,30.0,1296231.0,798.0
1063,4.0,0.0,0.0,4680488.0,0.0,100.0,110.0,1297072.0
1064,4.0,3.0,0.0,4606061.0,23.0,0.0,1296231.0,798.0
1065,4.0,7.0,1.0,4680488.0,0.0,55.0,110.0,1297072.0
1066,61.0,2.0,2.0,4584771.0,20.0,6.0,1302957.0,16830.0
1067,4.0,5.0,5.0,4747337.0,20.0,110.0,68680.0,1366197.0
1068,4.0,5.0,3.0,4680488.0,0.0,0.0,110.0,1297072.0
1069,1.0,4.0,2.0,796298.0,12.0,0.0,4569580.0,4629035.0
1070,3.0,4.0,2.0,4606061.0,0.0,45.0,1296231.0,798.0
1071,5.0,4.0,1.0,4606061.0,0.0,30.0,1296231.0,798.0
1072,7.0,20.0,0.0,4606061.0,0.0,435.0,1296231.0,798.0
1073,7.0,12.0,9.0,2085043.0,50.0,65.0,2977204.0,3297849.0
